SNP	PVAL	Disease	COMP	CisGene	TissScores	CompGenes_CompScores	FDR
12:56401085	8e-12	Vitiligo	246	RPS26_RPS26	-0.0388715_-0.0268802	ADAM15_0.511484\ALDH18A1_-0.458343\ATF7IP2_-0.506707\BAG1_0.440953\BEND4_0.850857\C16orf62_0.467558\CDC7_0.501623\DCAF16_0.761385\ESR1_0.493366\EXOG_0.428587\FAM3A_0.527727\FLT3_-0.450485\FTSJ1_-0.458701\JAZF1_0.439405\KCNK13_-0.516058\LST1_0.430308\MBTPS1_-0.560401\MED19_0.523587\MPRIP_-0.462415\MT1H_0.46116\NCL_0.561162\NEFH_-0.524548\NKTR_-0.469228\PLXNA3_-0.586436\PRKAB1_0.599593\RANBP2_0.427886\RPL13_-0.448291\RPS26_0.80574\RREB1_0.431659\SCRN1_-0.451087\SEPT6_-0.61043\SHPK_-0.463557\SORL1_-0.533692\STAT2_0.446307\STX11_-0.467404\TMCC1_-0.454201\TMLHE_0.513776\TRAPPC2_-0.476067\UBE3C_-0.581494\ZNF326_0.456198\ZNF543_-0.438192\ZNF641_-0.43571	0.0723289740140923
12:69744014	2e-29	Blood protein levels	417	LYZ_LYZ	0.00201265_0.0502993	ADAMTS4_4.21425\AFMID_18.0068\AIRE_-9.55461\C1orf210_3.22\CCBE1_-9.54216\CDKN2AIPNL_-11.2443\CHRNA5_-9.33535\CREB1_-15.1309\DDX51_-12.0974\DUSP19_-15.0275\EID2B_-15.0044\KCNH6_-9.67089\LYZ_16.2047\PPID_5.28461\PRIM2_5.45808\SEMA3E_-10.1076\SHCBP1_-10.2434\SNHG10_10.4254\SNX15_3.84677\SS18_4.86635\TMEM159_3.73016\TRIM16L_11.6073	0.105905816258737
13:61113739	1e-10	Menopause (age at onset)	415	NA_TDRD3	0.0112183_0.0737247	ASB1_-0.303879\ASXL1_0.290885\ATXN10_-0.299017\BUD31_-0.302705\CCT4_0.289924\CNIH4_-0.319743\CWF19L2_0.317818\DEFB119_0.29926\DHTKD1_0.28518\DMXL2_-0.28929\DNTTIP1_-0.348628\DYNC2LI1_0.286371\FDFT1_0.288758\HDAC4_-0.329509\HUS1B_0.317988\ILDR2_-0.308673\JARID2_-0.343314\LILRA2_-0.28919\MX2_-0.354871\NAALADL1_-0.289968\NDRG1_-0.298441\NETO2_0.315928\OPN3_0.310149\OPRL1_0.311649\P4HA2_0.28596\PHF13_-0.29767\PILRB_0.388259\PPIF_-0.327983\PPM1A_-0.317872\RAPGEFL1_-0.303985\RNF141_-0.321737\RNF167_0.307271\SEMA6B_0.300319\SLC25A10_0.281367\SLC25A16_-0.313727\SLC25A29_0.293399\SLC25A43_0.283652\SLC40A1_-0.367735\SLITRK4_0.28695\SP140_-0.371837\SSH3_0.287111\STIL_-0.367895\STK32B_0.34089\SV2A_-0.322228\TTC5_0.326527\WDR6_0.378825	0.0283555616268854
13:61113739	1e-10	Menopause (age at onset)	497	NA_TDRD3	0.00273512_0.0390985	ACVR2A_0.601186\ATP5L_0.557724\CAPRIN1_-0.564517\CRADD_0.677317\DCK_0.612408\DCST1_-0.572756\DHRS9_0.933089\DHX9_-0.567971\ECHDC1_0.603782\ECM1_0.570019\ELOF1_0.543096\ENDOG_0.597413\EXOSC5_0.717023\F3_-0.717683\FKBP4_0.622666\GM2A_0.744575\HIF1A_-0.659796\IGF2BP2_-0.552712\IL11RA_0.548102\JAK1_-0.760117\LY9_0.601497\MAF_-0.593501\MTF2_-0.565405\MTSS1_0.66391\NAV1_0.638905\NDUFV1_0.697001\NLRP12_-0.641388\PFAS_-0.613\PIK3C3_-0.62314\PLXNC1_-0.842417\PNMA3_-0.562418\PPM1E_0.668597\PRMT2_-0.578376\RAB11FIP4_0.600996\RAD51AP1_0.606962\RASSF5_-0.610792\RFX5_-0.603518\RNF8_-0.546922\RPL28_0.537579\RUFY3_-0.570019\SEC24A_0.65907\SEMA6B_-0.585694\SFMBT2_-0.622087\SLC25A19_0.57812\SMC4_0.574845\SSFA2_-0.661443\ST18_0.68735\STIL_-0.584844\TFRC_0.576221\TPM4_-0.592068\WDR54_0.605755\WDR92_-0.569422\ZNF32_-0.571536\ZNF740_-0.563135	0.107503703132204
16:28825605	2e-17	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.0850913319626669
16:28825605	2e-09	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.0850913319626669
16:28825605	1e-10	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.0850913319626669
16:28825605	1e-08	Body mass index in physically active individuals	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.0850913319626669
16:28825605	8e-10	Body mass index (joint analysis main effects and physical activity interaction)	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.0850913319626669
16:28848668	2e-15	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28848668	3e-08	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28848668	2e-07	Body mass index in physically active individuals	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28848668	2e-13	Body mass index in physically active individuals	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28848668	2e-07	Body mass index (joint analysis main effects and physical activity interaction)	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28848668	9e-15	Body mass index (joint analysis main effects and physical activity interaction)	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28921809	7e-09	Obesity	149	TUFM_SPNS1	0.0181671_0.0129448	ACOT7_1.18247\ACYP1_-0.991655\AGAP3_-1.27881\ANAPC13_-1.48696\C22orf39_-0.998284\CARD9_0.948124\CEP63_-1.30584\CHD7_-0.961924\CUZD1_0.988568\ERGIC2_-0.96488\GGCT_-0.965513\GRINA_0.985998\INPP5E_-1.0036\MARCH6_-1.01124\NAGK_0.974973\PHACTR4_-0.931861\POLR2C_0.950354\PTPN22_1.10448\QDPR_-0.973202\SERP1_0.976828\SH3BP1_0.904527\SPNS1_1.14349\SPR_-0.951966\SSU72_0.887919\TUFM_1.00946\WDSUB1_1.07147\WFS1_1.13177\ZRANB1_-0.96466	0.101084343297537
16:28855727	1e-08	Body fat percentage	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28855727	8e-08	Body fat percentage	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28855727	5e-06	Body fat percentage	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28855727	7e-07	Body fat percentage	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28865042	6e-22	Inflammatory bowel disease	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28885659	2e-20	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28889486	3e-25	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28889486	1e-17	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28889486	4e-12	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28889486	3e-23	Body mass index	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28889486	1e-11	Hip circumference	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28889486	9e-22	Hip circumference	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
16:28889486	3e-14	Hip circumference	489	TUFM_TUFM	-0.0370293_-0.0386179	ACOT2_-0.439687\ATPAF2_0.423073\C17orf80_-0.428676\CD33_0.403681\CRIP1_0.442056\CROCC_-0.440848\CTH_-0.479561\CTNS_0.443071\CXCL16_0.438639\CYP19A1_0.460486\EDEM3_0.423448\HIPK3_-0.431201\HIST2H2AC_-0.473674\HMGN4_-0.401733\HNRNPC_0.444441\KBTBD11_0.417248\KRT83_0.405775\LACTB2_0.555863\LYSMD4_-0.482072\NDUFB1_-0.576462\NIPSNAP1_-0.399468\PEX14_-0.471364\PLAGL1_-0.403317\PLP2_0.517825\PON2_-0.403694\PTK6_0.434653\SCP2_-0.405181\SNAP29_-0.539413\SPNS1_-0.504722\SYTL1_0.419986\TDRD9_0.424455\VAMP4_0.542073\WDR6_-0.417681\WRN_-0.447191\XIAP_0.421113\ZNF215_0.407458	0.101084343297537
